iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation_ft,timezone,airport_type
EWB,KEWB,New Bedford Regional Airport,New Bedford,US,41.67610168457031,-70.95690155029297,80,America/New_York,medium_airport
EWN,KEWN,Coastal Carolina Regional Airport,New Bern,US,35.0730018616,-77.04290008539999,18,America/New_York,medium_airport
EWR,KEWR,Newark Liberty International Airport,Newark,US,40.692501,-74.168701,18,America/New_York,large_airport
EXT,EGTE,Exeter International Airport,"Exeter, Devon",GB,50.734261,-3.413984,102,Europe/London,medium_airport
EYK,USHQ,Beloyarskiy Airport,,RU,63.686901,66.698601,82,N/A,medium_airport
EYP,SKYP,El Alcaravan - Yopal Airport,Yopal,CO,5.31911,-72.384,1028,America/Bogota,medium_airport
EYW,KEYW,Key West International Airport,Key West,US,24.556101,-81.759598,3,America/New_York,medium_airport
EZE,SAEZ,Minister Pistarini International Airport,Buenos Aires (Ezeiza),AR,-34.8222,-58.5358,67,America/Argentina/Buenos_Aires,large_airport
EZS,LTCA,Elazığ Airport,Elazığ,TR,38.597974,39.28348,2927,Europe/Istanbul,medium_airport
EZV,,Berezovo Airport,,RU,63.92100143432617,65.03050231933594,98,Asia/Yekaterinburg,medium_airport
FAB,EGLF,Farnborough Airport,"Farnborough, Hampshire",GB,51.275799,-0.776333,238,Europe/London,medium_airport
FAE,EKVG,Vágar Airport,Vágar,FO,62.063256,-7.275782,280,Atlantic/Faroe,medium_airport
FAF,KFAF,Felker Army Air Field,Newport News (Fort Eustis),US,37.1325,-76.608803,12,America/New_York,medium_airport
FAI,PAFA,Fairbanks International Airport,Fairbanks,US,64.815102,-147.856003,439,America/Anchorage,medium_airport
FAO,LPFR,Faro Airport,Faro,PT,37.0144004822,-7.96590995789,24,Europe/Lisbon,large_airport
FAR,KFAR,Hector International Airport,Fargo,US,46.92070007324219,-96.81580352783203,902,America/Chicago,medium_airport
FAT,KFAT,Fresno Yosemite International Airport,Fresno,US,36.776199,-119.718002,336,America/Los_Angeles,medium_airport
FAV,NTGF,Fakarava Airport,,PF,-16.054100036621094,-145.65699768066406,13,Pacific/Tahiti,medium_airport
FAY,KFAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,34.991199,-78.880302,189,America/New_York,medium_airport
FAZ,OISF,Fasa Airport,Fasa,IR,28.8918,53.723301,4261,Asia/Tehran,medium_airport
FBG,KFBG,Simmons Army Air Field,Fort Bragg,US,35.13180161,-78.93669891,244,America/New_York,medium_airport
FBK,PAFB,Ladd Army Airfield,Fairbanks,US,64.837502,-147.613998,454,America/Anchorage,medium_airport
FBM,FZQA,Lubumbashi International Airport,Lubumbashi,CD,-11.5913000107,27.5308990479,4295,Africa/Lubumbashi,medium_airport
FCA,KGPI,Glacier Park International Airport,Kalispell,US,48.31050109863281,-114.25599670410156,2977,America/Denver,medium_airport
FCB,FAFB,Ficksburg Sentraoes Airport,Ficksburg,ZA,-28.82309913635254,27.908899307250977,5315,Africa/Johannesburg,medium_airport
FCN,ETMN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE,53.767689,8.659201,74,N/A,medium_airport
FCO,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998,13,Europe/Rome,large_airport
